Sample_Name,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,data_processing.1,data_processing.2,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,cell line:ch1,cosmic_id:ch1,primary histology:ch1,primary site:ch1,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Basename,filenames,Purity_Impute_Absolute,Gains,Amp,HetLoss,HomDel,Amp10
PATU8902,CellLine_PA-TU-8902,GSM1670336,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,PA-TU-8902,Homo sapiens,cell line: PA-TU-8902,primary site: pancreas,primary histology: pancreas,cosmic_id: 1298526,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670336/suppl/GSM1670336_8221932024_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670336/suppl/GSM1670336_8221932024_R05C02_Red.idat.gz,0,PA-TU-8902,1298526,pancreas,pancreas,,Tumor,,,,8221932024_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670336/GSM1670336_8221932024_R05C02,0.802101333333332,TRIB1;YAP1;EGFR;FGFR1;LSM1;BIRC2;BIRC3;MYC;PAK1;RAB23;PIK3CA;PIK3CB;DCUN1D1;WHSC1L1;EIF5A2;C8orf4;C11orf30;PTEN;CCND1;SKP2;SOX2;TFDP1;YWHAZ;TET1;EIF2A;RUVBL1;FADD;MTDH;BAG4,KRAS;CCND2,FAT1;KIT;MITF;LINC00290,"",""
PATU8988T,CellLine_PA-TU-8988T,GSM1670337,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,PA-TU-8988T,Homo sapiens,cell line: PA-TU-8988T,primary site: pancreas,primary histology: pancreas,cosmic_id: 1240201,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670337/suppl/GSM1670337_8221924055_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670337/suppl/GSM1670337_8221924055_R01C01_Red.idat.gz,0,PA-TU-8988T,1240201,pancreas,pancreas,,Tumor,,,,8221924055_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670337/GSM1670337_8221924055_R01C01,0.745042666666667,AKT3;TRIB1;YAP1;DNMT3B;E2F3;EEF1A2;FANCD2;FAT1;FGFR1;GATA6;LSM1;HRAS;BIRC2;BIRC3;MITF;MYC;PAK1;PIK3CA;DCUN1D1;WHSC1L1;EIF5A2;C8orf4;C11orf30;PTEN;PTK6;CCND1;SKP2;SOX2;SOX4;AURKA;LINC00290;VHL;YWHAB;YWHAZ;ZNF217;NCOA3;FADD;CCNE1;MTDH;BAG4;IST1,MED29,BCL2L2-PABPN1;CDKN2A;CDKN2B;CDKN2C;STARD3;ERBB2;GRB7;CD274;JUN;KRAS;MYCL1;NRAS;PAFAH1B1;PIK3CD;TRIT1;PKN1;RPS6KB1;SLTM;PLA2G10;PPM1D;CCND2;CDC6,"",""
PSN1,CellLine_PSN1,GSM1670353,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,PSN1,Homo sapiens,cell line: PSN1,primary site: pancreas,primary histology: pancreas,cosmic_id: 910546,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670353/suppl/GSM1670353_8221916145_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670353/suppl/GSM1670353_8221916145_R06C02_Red.idat.gz,0,PSN1,910546,pancreas,pancreas,,Tumor,,,,8221916145_R06C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670353/GSM1670353_8221916145_R06C02,0.781283666666667,AKT3;ADAR;CDKN2C;YWHAQ;CKS1B;EEF1A2;JUN;MDM4;MYCL1;MYCN;NRAS;TRIT1;PTEN;PTK6;REL;SHC1;AURKA;ZNF217;NCOA3;CHD1L;SETDB1,"",CDKN2A;CDKN2B;ARPC1A;PAFAH1B1;PIK3CD;SMURF1;TFDP1,MET,KRAS;MYC
QGP1,CellLine_QGP-1,GSM1670355,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,QGP-1,Homo sapiens,cell line: QGP-1,primary site: pancreas,primary histology: pancreas,cosmic_id: 1298534,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670355/suppl/GSM1670355_8359026012_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670355/suppl/GSM1670355_8359026012_R02C01_Red.idat.gz,0,QGP-1,1298534,pancreas,pancreas,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670355_8359026012_R02C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670355/GSM1670355_8359026012_R02C01,0.817749500000002,CDK4;CDK6;ADAR;CDKN2C;YAP1;ARPC1A;YWHAQ;CKS1B;E2F3;EGFR;ETV1;GATA6;BIRC2;BIRC3;JUN;KRAS;MET;MYCL1;MYCN;NRAS;PAFAH1B1;PIK3CG;TRIT1;SMURF1;SHC1;SKP2;SOX4;YWHAZ;CHD1L;SETDB1,MDM2;YEATS4,FGFR1;LSM1;CD274;WHSC1L1;C8orf4;TFDP1;YWHAB;NCOA3;CCNE1;BAG4,"",DYRK2
RCC10RGB,CellLine_RCC10RGB,GSM1670359,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RCC10RGB,Homo sapiens,cell line: RCC10RGB,primary site: kidney,primary histology: kidney,cosmic_id: 909974,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670359/suppl/GSM1670359_7878191001_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670359/suppl/GSM1670359_7878191001_R04C01_Red.idat.gz,0,RCC10RGB,909974,kidney,kidney,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670359_7878191001_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670359/GSM1670359_7878191001_R04C01,0.694828833333333,CDK4;CDK6;YAP1;DNMT3B;E2F3;EEF1A2;EGFR;ETV1;BIRC2;BIRC3;KRAS;MDM2;MET;PAK1;RAB23;C11orf30;SMURF1;PTK6;CCND1;SOX4;AURKA;YWHAB;ZNF217;YEATS4;NCOA3;DYRK2;FADD,"",BCL2L2-PABPN1;EIF2S1;FANCD2;FAT1;NKX2-8;GATA6;CD274;KIT;MAP3K5;MITF;MYB;PAX9;NKX2-1;LINC00290;VHL,CDKN2A;CDKN2B,""
RD,CellLine_RD,GSM1670368,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RD,Homo sapiens,cell line: RD,primary site: soft_tissue,primary histology: rhabdomyosarcoma,cosmic_id: 909264,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670368/suppl/GSM1670368_8359018054_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670368/suppl/GSM1670368_8359018054_R03C02_Red.idat.gz,0,RD,909264,rhabdomyosarcoma,soft_tissue,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670368_8359018054_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670368/GSM1670368_8359018054_R03C02,0.622612,CDK6;ADAR;CDKN2C;ARPC1A;YWHAQ;CKS1B;DNMT3B;EEF1A2;EGFR;JUN;MET;MYC;MYCL1;MYCN;NRAS;PIK3CG;TRIT1;SMURF1;PTK6;REL;SHC1;AURKA;YWHAB;ZNF217;NCOA3;CHD1L;SETDB1,"",CDKN2A;CDKN2B;ETV1;CD274;MITF;RB1;BRCA2;TFDP1;SLTM,"",""
REH,CellLine_REH,GSM1670369,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,REH,Homo sapiens,cell line: REH,primary site: blood,primary histology: B_cell_leukemia,cosmic_id: 909696,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670369/suppl/GSM1670369_7878191026_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670369/suppl/GSM1670369_7878191026_R01C02_Red.idat.gz,0,REH,909696,B_cell_leukemia,blood,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670369_7878191026_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670369/GSM1670369_7878191026_R01C02,0.533588833333334,"","","",CDKN2A;CDKN2B,""
RL952,CellLine_RL95-2,GSM1670382,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RL95-2,Homo sapiens,cell line: RL95-2,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 930082,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670382/suppl/GSM1670382_9297962142_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670382/suppl/GSM1670382_9297962142_R05C01_Red.idat.gz,0,RL95-2,930082,endometrium,urogenital_system,,Tumor,,,,9297962142_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670382/GSM1670382_9297962142_R05C01,0.750380000000001,TRIB1;FGFR1;LSM1;MDM4;MYC;WHSC1L1;C8orf4;YWHAZ;MTDH;BAG4,"",MAP3K5;MYB,"",""
RMGI,CellLine_RMG-I,GSM1670383,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RMG-I,Homo sapiens,cell line: RMG-I,primary site: urogenital_system,primary histology: ovary,cosmic_id: 909699,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670383/suppl/GSM1670383_7970376038_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670383/suppl/GSM1670383_7970376038_R05C01_Red.idat.gz,0,RMG-I,909699,ovary,urogenital_system,,Tumor,,,,7970376038_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670383/GSM1670383_7970376038_R05C01,0.840545166666668,YWHAQ;EEF1A2;FANCD2;FAT1;HRAS;JUN;MYCN;PIK3CD;MED29;EIF5A2;PTK6;RB1;REL;AURKA;ZNF217;NCOA3;CCNE1;CDC6,STARD3;ERBB2;GRB7;RPS6KB1;PPM1D,AKT3;CDK6;ARPC1A;MITF;PAFAH1B1;PIK3CG;SMURF1;BRCA2,CDKN2A;LINC00290,""
RT112,CellLine_RT-112,GSM1670393,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RT-112,Homo sapiens,cell line: RT-112,primary site: urogenital_system,primary histology: bladder,cosmic_id: 909704,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670393/suppl/GSM1670393_8221932019_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670393/suppl/GSM1670393_8221932019_R03C01_Red.idat.gz,0,RT-112,909704,bladder,urogenital_system,,Tumor,,,,8221932019_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670393/GSM1670393_8221932019_R03C01,0.858673833333335,TRIB1;DNMT3B;EEF1A2;MYC;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;PTK6;SOX2;AURKA;YWHAB;YWHAZ;ZNF217;NCOA3;EIF2A;RUVBL1;MTDH,"",FAT1;FGFR1;LSM1;HRAS;KIT;MITF;PAFAH1B1;WHSC1L1;C8orf4;LINC00290;BAG4,CDKN2A;CDKN2B,""
RT4,CellLine_RT4,GSM1670394,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,RT4,Homo sapiens,cell line: RT4,primary site: urogenital_system,primary histology: bladder,cosmic_id: 687455,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670394/suppl/GSM1670394_8359018053_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670394/suppl/GSM1670394_8359018053_R04C02_Red.idat.gz,0,RT4,687455,bladder,urogenital_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670394_8359018053_R04C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670394/GSM1670394_8359018053_R04C02,0.863489000000003,BCL2L2-PABPN1;EIF2S1;NKX2-8;KRAS;MDM2;PAX9;MED29;NKX2-1;SLTM;YEATS4;DYRK2;CCND2,"",HRAS;PIK3CD,CDKN2A;CDKN2B,""
S117,CellLine_S-117,GSM1670399,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,S-117,Homo sapiens,cell line: S-117,primary site: thyroid,primary histology: thyroid,cosmic_id: 910946,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670399/suppl/GSM1670399_8359018052_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670399/suppl/GSM1670399_8359018052_R05C01_Red.idat.gz,0,S-117,910946,thyroid,thyroid,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670399_8359018052_R05C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670399/GSM1670399_8359018052_R05C01,0.700528166666667,DNMT3B;E2F3;EEF1A2;CD274;NRAS;RAB23;PTEN;PTK6;RPS6KB1;SOX4;AURKA;YWHAB;ZNF217;NCOA3;PPM1D;CHD1L;IST1,"",YAP1;STARD3;ERBB2;GRB7;BIRC2;BIRC3;KIT;PAK1;C11orf30;RB1;CCND1;SKP2;BRCA2;TFDP1;FADD;CDC6,CDKN2A;CDKN2B,""
SBC5,CellLine_SBC-5,GSM1670406,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SBC-5,Homo sapiens,cell line: SBC-5,primary site: lung,primary histology: lung_small_cell_carcinoma,cosmic_id: 713880,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670406/suppl/GSM1670406_7878191064_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670406/suppl/GSM1670406_7878191064_R05C02_Red.idat.gz,0,SBC-5,713880,lung_small_cell_carcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670406_7878191064_R05C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670406/GSM1670406_7878191064_R05C02,0.701033833333333,AKT3;CDK6;ADAR;ARPC1A;YWHAQ;CKS1B;FGFR1;LSM1;KIT;MDM4;MET;MYCN;PIK3CD;PIK3CG;WHSC1L1;C8orf4;SMURF1;REL;SHC1;BAG4;SETDB1,"",BCL2L2-PABPN1;EIF2S1;FANCD2;FAT1;NKX2-8;GATA6;HRAS;MITF;PAFAH1B1;PAK1;PAX9;MED29;C11orf30;CCND1;TFDP1;NKX2-1;VHL;FADD,CCNE1,""
SKHEP1,CellLine_SK-HEP-1,GSM1670432,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SK-HEP-1,Homo sapiens,cell line: SK-HEP-1,primary site: digestive_system,primary histology: liver,cosmic_id: 909719,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670432/suppl/GSM1670432_8359018112_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670432/suppl/GSM1670432_8359018112_R01C01_Red.idat.gz,0,SK-HEP-1,909719,liver,digestive_system,,Tumor,,,,8359018112_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670432/GSM1670432_8359018112_R01C01,0.719047833333334,CDK4;CDK6;ARPC1A;STARD3;E2F3;EGFR;ERBB2;ETV1;GRB7;KRAS;MDM2;MET;PAFAH1B1;PIK3CG;SMURF1;RPS6KB1;SOX4;YEATS4;DYRK2;PPM1D;CCND2;CDC6,"",FANCD2;FAT1;GATA6;CD274;KIT;MAP3K5;MYB;RAB23;PIK3CA;DCUN1D1;PKN1;EIF5A2;SOX2;BRCA2;LINC00290;VHL;IST1,CDKN2A;CDKN2B,""
SKLU1,CellLine_SK-LU-1,GSM1670434,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,SK-LU-1,Homo sapiens,cell line: SK-LU-1,primary site: lung,primary histology: lung_NSCLC_adenocarcinoma,cosmic_id: 909721,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670434/suppl/GSM1670434_8221916070_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1670nnn/GSM1670434/suppl/GSM1670434_8221916070_R02C01_Red.idat.gz,0,SK-LU-1,909721,lung_NSCLC_adenocarcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1670434_8221916070_R02C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1670434/GSM1670434_8221916070_R02C01,0.734411500000001,BCL2L2-PABPN1;CDK4;CDK6;TRIB1;YAP1;ARPC1A;STARD3;DNMT3B;EEF1A2;EGFR;EIF2S1;ERBB2;ETV1;FAT1;NKX2-8;GRB7;BIRC2;BIRC3;KIT;KRAS;MDM2;MET;MYC;PAK1;PAX9;PIK3CG;C11orf30;SMURF1;PTK6;CCND1;NKX2-1;LINC00290;YWHAZ;YEATS4;DYRK2;FADD;CCND2;CCNE1;MTDH;CDC6,ZNF217,E2F3;MAP3K5;MYB;PAFAH1B1;PTEN;SKP2;SOX4;TET1,CDKN2A;CDKN2B,""
